,open_time,o,h,l,c,v,close_time
2021-10-14 08:00:00,1634187600000,57986.54000000,58113.38000000,57800.00000000,57965.01000000,1290.49885000,1634191199999
2021-10-14 09:00:00,1634191200000,57965.01000000,58069.20000000,57480.76000000,57673.39000000,1612.54666000,1634194799999
2021-10-14 10:00:00,1634194800000,57673.40000000,57799.31000000,57333.33000000,57367.30000000,1442.49779000,1634198399999
2021-10-14 11:00:00,1634198400000,57367.30000000,57697.91000000,57327.59000000,57453.23000000,1356.79390000,1634201999999
2021-10-14 12:00:00,1634202000000,57453.22000000,57713.31000000,57189.00000000,57414.60000000,2326.10217000,1634205599999
2021-10-14 13:00:00,1634205600000,57414.60000000,57795.02000000,57240.85000000,57660.05000000,1614.86211000,1634209199999
2021-10-14 14:00:00,1634209200000,57660.04000000,58150.00000000,57552.49000000,57622.42000000,2290.50764000,1634212799999
2021-10-14 15:00:00,1634212800000,57622.42000000,57986.20000000,57397.25000000,57563.02000000,2327.94242000,1634216399999
2021-10-14 16:00:00,1634216400000,57563.02000000,57760.00000000,57300.00000000,57399.71000000,1580.52184000,1634219999999
2021-10-14 17:00:00,1634220000000,57399.72000000,57628.33000000,57243.00000000,57385.55000000,1768.34616000,1634223599999
2021-10-14 18:00:00,1634223600000,57385.55000000,57817.41000000,56947.59000000,57331.31000000,3296.53780000,1634227199999
2021-10-14 19:00:00,1634227200000,57331.30000000,57437.67000000,56964.30000000,57113.48000000,2164.37609000,1634230799999
2021-10-14 20:00:00,1634230800000,57113.48000000,57261.90000000,57069.34000000,57186.79000000,774.80906000,1634234399999
2021-10-14 21:00:00,1634234400000,57186.79000000,58086.98000000,56818.05000000,58029.33000000,2842.96638000,1634237999999
2021-10-14 22:00:00,1634238000000,58029.33000000,58038.46000000,56818.05000000,57833.12000000,2656.35860000,1634241599999
2021-10-14 23:00:00,1634241600000,57833.11000000,57867.11000000,57414.09000000,57427.62000000,821.43830000,1634245199999
2021-10-15 00:00:00,1634245200000,57427.63000000,57740.11000000,57427.62000000,57740.10000000,710.74696000,1634248799999
2021-10-15 01:00:00,1634248800000,57740.10000000,57749.98000000,57468.53000000,57586.77000000,626.70584000,1634252399999
2021-10-15 02:00:00,1634252400000,57586.77000000,57649.99000000,57207.89000000,57347.94000000,938.83326000,1634255999999
2021-10-15 03:00:00,1634256000000,57347.94000000,57449.99000000,56990.00000000,57050.36000000,1210.11554000,1634259599999
2021-10-15 04:00:00,1634259600000,57050.35000000,57307.86000000,56850.00000000,57258.62000000,1259.04120000,1634263199999
2021-10-15 05:00:00,1634263200000,57258.62000000,59333.00000000,57095.82000000,59086.91000000,8281.42972200,1634266799999
2021-10-15 06:00:00,1634266800000,59086.91000000,59453.75000000,58849.84000000,59431.71000000,3854.68105900,1634270399999
2021-10-15 07:00:00,1634270400000,59431.70000000,59700.00000000,59142.86000000,59597.64000000,3965.42753900,1634273999999
